text,label,exp1_pred,exp1_conf,exp3_pred,exp3_conf
Pareho silang may mabigat na bagahe. Duterte = HR violations; Binay = corruption. #NoToDuterte #NoToBinay https://t.co/XUxll3y1CB,1,1,0.996276,1,0.971
#RoxasRobredo2016  https://t.co/wTC33Qw7Vf,0,1,0.6164135,0,0.9863
"Pag manalo si Grace Poe sa eleksyon laya agad sina Jinggoy Estrada at Bong Revilla. Di rin makulong si PNoy, na... https://t.co/PGexmEY106",0,0,0.9889325,0,0.995
"VP Binay , He truly deserves to be president of our Country :) #MAKATI",0,0,0.99307233,0,0.9795
Binay wealth: Highest jump when he became 2010 VP https://t.co/cNGl8JFgxa,0,0,0.993087,0,0.9995
LIVE: https://t.co/0q5ys5…,0,1,0.9709372,0,0.987
@fletchercrown dunno for president (certainly not roxas and binay ??) but solid BBM supporter,0,0,0.99245656,0,0.999
INIS. Inis yung feeling kapag nakakabasa ako ng binay articles. Puro comparison at paninira sa ibang partido. Tsk tsk tsk,1,1,0.99661934,1,0.9854
"VCM Testing at Lanao Del Norte

First Sheet, no shading. Result: Mar Roxas 
Second Sheet, shading on Duterte.... https://t.co/lqiuob1jf1",0,1,0.9964587,0,0.9976
"@gmanewsbreaking @victoriatulad VCM inside Novotel in Cubao owned by Mar Roxas? Lord, pls stop them from cheating @COMELEC",1,0,0.9723449,1,0.9565
"@inquirerdotnet @VPJojoBinay @Team_Inquirer Hindi yan totoo. Gusto lang sirain si VP Binay. Syempre, dirty politics tsk #PHVoteBinay",1,1,0.988983,1,0.8765
VP Binay denies early campaigning. Halloween decors &amp; prominence of the color black is not his doing.,0,1,0.9858516,0,0.799
"If not Duterte, I'd rather choose Santiago, Poe, or Binay. Anyone but Mar Roxas!",0,0,0.9925195,0,0.73
Binay vows to continue CCT program https://t.co/qknBStdFoW,0,0,0.9910319,0,1.0
TANG INA MO #antoniotrillanes ! Sobrang bulok mo kasi kaya papansin ka na lang! Inggit ka lang kay du30! #pakyu! @TrillanesSonny,1,1,0.9951768,1,0.9995
RT @daxlucas: That's true. Everyone knows GMA did it. (Wait... or was it Binay? Or Poe? I'm confused.) https://t.co/Lb2ewglRGg,0,1,0.99598277,1,0.6006
Uso mag move on @MARoxas #RoxasQuitNow #POE2016 https://t.co/UjyefyK2cy,0,1,0.9508452,1,0.8545
"RT @IamJerdam: Very palpable that these TV ads of aspiring leaders show early campaign. Cayetano, Roxas, Robredo &amp; Binay. Buti pa si Miriam…",0,1,0.9952236,0,0.929
Yan si binay https://t.co/SibCoExMR5,0,1,0.96040255,0,0.939
Nakakatawa yung interview ni Korina Sanchez na Liwanag-Kadiliman ang labanan ni Roxas at Duterte. Ikaw kaya yung evil ??????,1,1,0.9950754,1,0.9316
"Roxas, Binay. Mamatey?! ??",0,0,0.96154875,0,0.971
What if maapsan ni Mar Roxas ang votes ni mayor? world war III na ba? hahahaha,0,1,0.9555232,1,0.6045
Hasn't conceded,0,0,0.71031886,0,0.9746
"If Binay and his minions win, goodbye Philippines. https://t.co/H0FFI4Ytyy",1,1,0.994601,1,0.931
GRACE POE DAKILANG TANGA HAHAHAHAHAHHAHHAHAHAHA!,1,1,0.9963547,1,0.9937
@chichipascual Sheeeet! Si Nancy Binay kasi . Di ko maimagine pag nagbraces yun ! Hahahahaha,1,1,0.9042017,1,0.9746
-INC... https://t.co/XjXwAmbyQR,0,1,0.98843455,0,0.9673
@Jantheeeee Di ko alam yung na binay hahaha,0,0,0.97774976,0,0.9673
Binay: Patuloy ang kahirapan dahil sa maling pamamahala | via @mbellsonaq,0,0,0.99224114,0,0.9995
"Gusto ni Alma na palaging bukas yung ilaw. Hindi ka ba naooffend, Binay? ????????",0,0,0.992386,0,0.9927
Haynako Mar Roxas!,1,0,0.51754576,1,0.9985
ako Du30. magkaiba man kami but still we respect each other decision. ????,0,0,0.98091793,0,0.9956
Hmm... After sirain si VP Binay nung manguna s Survey before ngayon naman si Sen. Poe? Halatang-halatang sinasadya nu? Haha..,1,1,0.992656,0,0.559
What we learned in all those Binay hearings--- so many questionable things happened in Makati when Binay ruled there. #PoliticsPH,0,0,0.9904393,0,0.997
#OnlyBinayParehoTayo,0,0,0.9806173,0,0.904
Every Time i look at and hear binay's words i can really feel that he is lying. Like YOU. ????,1,1,0.8353827,1,0.9907
Trillanes: Kaya may programa si Binay para sa mga mahihirap ay para makapagnakaw siya.,1,1,0.986722,1,0.9873
Kabwiset yung Tvc ni binay,1,1,0.8886326,1,0.9985
"Yan si Binay, the SOAB doesn't quit even when defeated.",0,0,0.9204652,0,0.9937
"Ombudsman finds probable cause to file graft raps vs VP Binay, 23 others https://t.co/y03qL2BwX3 | @marcelo_beth via @gmanews",0,0,0.9927978,0,1.0
Ano yan Binay??? Sagutin mo yung tanong!!!!,1,1,0.99564195,0,0.869
"Kalokohan ni Mar Roxas, pangalawa sa partial. Lul wag kame",1,1,0.996209,1,0.9985
ITO NAMAN SI MAR ROXAS PARANG P***** i** ???? MAKIKIPAG SANIB LANG KAY POE PARA TALUNIN SI DUTERTE ? #DuterteTillTheEnd,1,1,0.9966768,1,0.976
RT @iwantjo: Naiiyak talaga ako sa commercialssss ni Binay. Nakakaiyak yung kabullshit-an niya sa TV. OMG.,1,1,0.9945463,1,0.9966
Mar to Binay: Explain 'overpriced' Makati building: CAVITE – In the wake of the release of a Com... https://t.co/4tOVMa5AOP (via ABS-CBN),0,0,0.99190724,0,0.9995
#OnlyBinayUNAsaIlocos,0,0,0.99017054,0,0.981
"Binay tarp draws criticism | Cebu Daily News https://t.co/gpTDLZddiO - EPAL ka talaga, Binay. Cebu, Binay country? Na 'Say BOO' ka nga eh!",1,1,0.9966271,1,0.998
Malamang pag si Mar Roxas ang nanalo dadalihin na naman sya sa social media...oh no..,0,1,0.995764,0,0.6357
"Binay says he knows Limlingan's physical condition, not his whereabouts #Eleksyon2016 https://t.co/XiE1vv6Y2F https://t.co/9ANXFHiZph",0,0,0.99198145,0,1.0
#VoteMaineFPP #KCA,1,0,0.8549209,0,0.879
"If Mar hired sports' best advanced analytics guys, they'd tell him it is statistically more probable to beat Duterte if he quits, backs Poe.",0,1,0.9959781,0,0.9937
New witness vs #Binay in corruption hearing https://t.co/ybAqZLuc6f | @Team_Inquirer https://t.co/ML4nKlOMZC,0,1,0.5234665,0,1.0
RT @nadmiranda: Dapat yung isa kina duterte at santiago nag vp nalang ??,0,0,0.98828876,0,0.9976
No matter what my heart roots for you Mar Roxas!!,0,0,0.53894025,0,0.9966
What do you think of the chance encounter of binay &amp;escudero in cebu?+ mother in law switch to miriam #pataykapoe,0,0,0.96333414,0,0.871
"Netizens say shit things about Roxas, Poe and Binay no one bats an eyeDuterte is criticized, everyone loses their minds",1,1,0.6134746,0,0.6587
Good Friends ni Du30 si Miriam and Poe.......,0,0,0.98075724,0,0.9995
"So as you know by now, #Duterte is my president. Please, enough of this pamumulitika. Tanggapin… https://t.co/AU25epJkPg",0,0,0.88521135,0,0.9766
duterte o miriam o binay?,0,0,0.99314946,0,0.999
"Election tribunal dismisses case against Grace Poe; SC justices, Nancy Binay vote for disqualification. https://t.co/32nreVBITB",0,1,0.8599096,0,1.0
Poe shrugs off Binay-Escudero chance meeting; it’s not surprising https://t.co/AK3cHQhBXS | via INQUIRER,0,0,0.99259186,0,0.9995
@CJPND si binay di na daw kelangan ng abo.,0,1,0.9904254,1,0.9873
Nakakaasar ang t.v adds ni Mar Roxas ??????,1,1,0.99617225,1,0.9985
Kayabangan ang isinukli ni Grace Poe,1,1,0.85267735,0,0.5137
Some random thoughts... If these acts continues then it will be Binay vs Mar vs POE. Binay might be a home run if... https://t.co/uUiZbRwr4w,0,1,0.89943564,0,0.9985
Binay tarp draws criticism - Cebu Daily News https://t.co/EvYW3X1jBQ via @inquirerdotnet,0,0,0.99256974,0,0.997
NOG NOG PANDAK YAN KA ???????????????????????? — Nakoooo si Binay po yan! Gago to. Keber ???????? hindi po ako pand… https://t.co/Xj59tJxGie,1,1,0.9965383,1,0.999
"Kapihan with Sen. Bongbong Marcos starts, he says Miriam-Bongbong tandem official @inquirerdotnet #VotePH2016 https://t.co/fWc3AqueFH",0,1,0.9940707,0,1.0
RT @kah_ang: Birthday wish ko kay Binay? Pumuti siya ng Redford White level para di na magamit ang kaitiman sa paawa story niya! https://t.…,1,1,0.9949439,1,0.9824
Super obvious na pinapatamaan ni Roxas si Binay sa tv ad niya lol ang childish ng presidentiables ng Pilipinas :((,1,1,0.9826378,1,0.9883
"Roxas, Binay and Poe are shelling $$$$ to fund their TV Ads and endorsements. What more if we're already in the Campaign Period.",0,1,0.99363446,0,0.5146
"VIRAL NOW: The Reason Why Binay, Poe and Roxas don't deserve the Filipinos Vote. MUST READ! https://t.co/UiBVTy2Zuc",1,1,0.99392927,1,0.951
Bwisit ning Binay na commercial ha!,1,1,0.96764284,1,0.9995
TANGINA NG NOGNOG COMMERCIAL NI BINAY TANGINA MO LUL BAKA MAY NAGAWA KA NAMANG MAAYOS NAMOKA,1,1,0.9963875,1,1.0
Napeñas: No ‘signing bonus’ to join Binay’s UNA ticket https://t.co/kNoAukgb0s | @AHeginaINQ #VotePH2016 https://t.co/Qq0xydNONR,0,1,0.9900123,0,1.0
"Grabe naman yung campaign jingle ni Binay, gabi na ang lakas pa rin. ????",0,1,0.9806621,1,0.8154
"Kamukha ni jasper si Duterte hehehehehe si randell naman si Alfred Vargas at si Alvin, si binay hehehehe #Bsiterak",1,1,0.9729363,1,0.918
Paqu Binay. Trying hard na masyado maging Presidente ng Pinas.,1,1,0.9874604,1,0.9985
@BanacSamuel pero ung boto raw ni duterte kay binay HAHA! lol,0,0,0.96926695,0,0.988
HAHAHAAHAHAHAHAHA grabe sila kay binay!! https://t.co/pSdYKCydCp,1,1,0.97772914,1,0.635
Mar Roxas is now a Datu ?  https://t.co/UrvHaVslka,0,1,0.83884376,0,0.997
"Global Pinoys: Will Binay endorse the ""Huwag Ka Magnakaw"" campaign of the Archdiocese of Manila? https://t.co/SMOIYxqAol",0,1,0.99665546,0,0.9995
Binay sa Tumauini.,0,1,0.8908853,0,0.9976
#PHVote LIVE https://t.co/V6WdGcVNie,0,0,0.99100107,0,0.9814
"The camp of VP Binay hits the gov't for the non-issuance of pensions of more than 55,000 senior citizens in 2014. https://t.co/HfcXDJAExT",0,0,0.9923504,0,1.0
@sclorrainechyma racist kasi si binay. kaya inaaway niya sarili niya.,1,1,0.9914641,1,0.992
"Natawa ako sa trend na ""Bring Cara Kendall to PH."" Mas maganda siguro, ""Bring Binay to Pluto.""",0,1,0.9923994,1,0.914
"Wala akong mapili kayna Binay, Santiago, at Duterte. Basta ako ay ""Kahit sino wag lang si Roxas.""",1,1,0.9954218,0,0.996
@aracheskii kakabwiset eh. Hahahaha na ulerl na si binay,1,0,0.63225204,1,0.9937
TANGINA SARAP KUTUSAN NI MAR ROXAS PATI BUDOY NOY AQUINO NAKUHA PANG SIRAIN ANG LUNETA PARK PARA SA meeting de avance ni duterte,1,1,0.9956268,1,0.996
@ALDUBFanBoysPH Malamang si Binay! Malakas yun e! Haha! #ALDubEBTamangPanahon,0,1,0.9959372,0,0.9395
#NoToMar2016,1,1,0.53992414,1,0.767
"kawawa naman si Mar Roxas, parang nagsusumbong na bata kay Grace Poe. Kain ka nalang tae please

#AyawSaDILAW mar to poe",1,1,0.99650395,1,0.9985
Noon laging sinasabi ni duterte na kaya sya tumakbo kase ayaw nya na ang maging presidente ang hindi pinoy (grace... https://t.co/sMWXCWOIJb,0,0,0.9933711,0,0.9995
#OnlyBinayPriority4Ps,1,0,0.99263257,0,0.998
VP Binay ang mkakaayos ng problema sa tacloban,0,0,0.6772464,0,0.9976
"If Duterte and Miriam run for the same post in 2016, wala na. Mahahati boto. For sure si Nognog, pandak, laki sa hirap mananalo. Tandem na!",1,1,0.9468748,0,0.8975
"In a night of punch lines, VP Binay had one of his own to throw but didn't… https://t.co/lYleIEJlWT #Quezon #news",0,0,0.9925487,0,0.999
"Para sakin this labanan is between Duterte(Disiplina), MDS(utak) at Poe(Puso).",0,1,0.9955409,1,0.636
Graft raps ordered vs Binay Jr.; VP to be accused after his term - Read: https://t.co/sSVbeCO96n #BeFullyInformed,0,0,0.99144906,0,1.0
"Mar Roxas: ""This is a fight worth fighting, this is the good fight! Tuloy ang laban! Ipanalo na natin ito!"" ???????? https://t.co/imxKlTFpSg",0,1,0.9965886,0,0.999
Pag nanalo si Mar Roxas nandaya yan.,1,1,0.67724913,1,0.989
Di mo pwedeng tanggalin ang income tax Binay wag kame. Third world country tayo uy!,1,0,0.51722264,1,0.9966
Wag nating hayaan na maloko tayo ng mga pu litikong yan. Kay Binay na tayo #OnlyBinayUNAsaSeniorCitizen,1,1,0.9954216,1,0.9883
Naawa na ako kay Mar Roxas yung pangarap niyang maging presidente hangang panaginip nalang!! #NoToMar2016,1,1,0.99592775,1,0.9956
"Please be my ""Duterte"" in this world full of ""Mar Roxas."" ??",0,0,0.99131984,0,0.9883
"Tutukan bukas sa @TV5manila ang Go Negosyo Meets the Presidentiables Series, kasama si Mar Roxas. https://t.co/2jWEytxqrD",0,1,0.9966356,0,1.0
"If there is truth in allegation by AMLC ag Binay, how come AMLC report was seen only by Inquirer? How can they hv  copy? Accused has none.",0,0,0.9908833,0,0.9966
"MDS: if not me, ider DUTERTE or ROXAS",0,0,0.5659018,0,0.9893
"#NoToDuterte #NoToCorruption #NoToBinays  Qho condones corrupt politicians, must NOT lead Pinas #RoxasRobredo2016 https://t.co/ApBz0BIlQ1",1,1,0.7785943,1,0.962
Nung umulan ng kapangitan sinalo lahat ng mga Binay.??,1,1,0.9949824,1,0.8994
Pumapapel nanaman sa issue si mar roxas nakakapikon ?? kahit sino manalo wag lang siya okay na ko,1,1,0.99027634,1,0.9697
Naku Binay! Kung nognog ka wag mo kame idamay.,1,1,0.9948931,1,0.9995
TULARAN SI BINAY,0,0,0.58847564,0,0.501
RT @Yttannn: Nababadtrip talaga ako sa ad ni binay,1,1,0.9945058,1,0.991
Pera pera nalang ano oh binay https://t.co/Pabisu6DXL,1,1,0.9943382,1,0.994
Sino get Presidentiable Ang makakabasa nito !!  Binay ? Roxas ? Poe ?   Nakupo.   #Dutertesolid https://t.co/8Dq1UWE7Kz,0,1,0.9964283,0,0.9727
RT @ohhhmyGIE: Naaasar talaga ko sa commercial nung kay binay nyeta ????,1,1,0.995359,1,0.991
@jezeilriot hahaha. Vote kang binay sa?,0,0,0.98591495,0,0.9863
"Aquino seeks alliance of Mar Roxas, Jejomar Binay ang Grace Poe vs. Duterte https://t.co/fC3B7Qf7oe via @YouTube This is outrageous!!",0,1,0.9782391,1,0.9644
"RT @Paulelli: Binay, Poe, Santiago no-show in presidential debate in Cebu | https://t.co/5piV2hyTmi |  https://t.co/Ki1Codbkyd via po_st

#…",0,0,0.992243,0,0.997
Photo: Boy scout president Binay can’t take the dirt?: A photo of VP Jejomar Binay avoiding the mud while wear... https://t.co/rYmAlnjfxD,0,1,0.99556965,0,0.9956
"Escudero sa pagkaso kina VP Binay: Ayaw niya humarap sa Senado, nandito na ang kaso, oras nang sagutin na ang paratang. #DZMMTeleIkawNaBa |…",0,0,0.9925256,0,0.992
"Sabi ni Abby Binay, ang Makati at Binay daw ay iisa... Wow!!! ALAM NA. YUN NA ANG SAGOT... TSK TSK TSK.",1,1,0.99559855,1,0.9834
"Si Gomez, suportado si Liberal Party standard bearer Mar Roxas. #Eleksyon2016",0,0,0.9860583,0,0.998
"If Duterte won't run for President, I'll go for Santiago and Bongbong tandem as long as they will appoint Duterte as DILG secretary.",0,0,0.9906737,0,0.9985
@SenGracePOE : sorry @MARoxas. I am taken. #LabanPoe #KahitSinoWagLangSiMar #NoToMar #NoToMoROROns,1,1,0.9364659,1,0.5537
"wtf nognog, pandak, shut up binay",1,1,0.9965354,1,0.998
Binay: Survey on poverty proof of non-inclusive growth | https://t.co/1tUJ1f33B8,0,0,0.99331385,0,0.9995
Pumapangalawa na si Mar Roxas? Oh?,1,1,0.8923194,0,0.5176
#MambobolangDuterte,1,1,0.99599874,1,0.9995
@Digital_Belle @IggyLorenzo_Z So investors are worried Binay will protect local industries? What's wrong with that if it creates equity?,1,1,0.9885251,1,0.7935
@mialouisegalope ang comments sa anak ni binay baaaaa grabe ????????,1,0,0.98435783,1,0.8457
CA junks Junjun Binay's petition vs 2nd suspension order https://t.co/UyI9l1DaXD via @rapplerdotcom https://t.co/POPnKVzJt2,0,0,0.9922654,0,1.0
Si Gloc 9 galit na galit sa mga nakaupo pero si binay yung nirerepresent niya #labo,0,1,0.7607569,1,0.607
Mukhang tanga si Binay!!! That's all. #PiliPinasDebates2016 #PHVoteSantiago #MIRIAM2016 #SiMiriamAngSagot,1,1,0.9963498,1,0.99
Puro kalokohan letche. Hahahahahaha. Tawang tawa ako kay mar roxas. Hahaha,1,1,0.99280965,1,0.9966
SANA WAG NANG TUMAKBO SI DUTERTE. MAGHAHATI LANG BOTO NILA NI MIRIAM. TAPOS MANANALO SI BINAY. DIBA DIBA? PABEBE PA KASI TONG SI DUTERTE,1,1,0.9899858,1,0.9985
"Kase naman Binay, laging pera nasa isip mo kaya nadudulas ka #WagKame",1,1,0.9949058,0,0.605
FilAm paper Editorial: Jejomar Binay Should Never Become President of the Philippines https://t.co/Onwxnr2KLP,0,0,0.98051745,0,0.9985
#BREAKINGNEWSNOW:(DEVELOPING)VP Binay is now campaigning in Cavite. | @Jorge_Carino #FlashTweet #FirstOnTwitter #OnlyInThePhilippines,0,1,0.9060741,0,1.0
Only Binay ang putangina.,1,0,0.5071007,1,0.9985
RT @krizzy_kalerqui: My birthday wish for Jojo Binay: Hindi sana ikaw ang manalong pangulo ng Pilipinas. ???????? #inthenews,0,0,0.9921183,0,0.9946
Im confused between miriam defensor and Rodrigo Duterte sino ang karapat dapat iboto ??,0,0,0.9923982,0,0.9937
"RT @RL_RAWKS: it doesn't matter if DJ wants to campaign Mar Roxas. In fact, he's already allowed to vote so it's his choice. #RespectDJDeci…",0,1,0.9380212,0,0.999
"#TV5NewsAksyon Poe, hindi raw ipagpapalit ni Chiz kay Binay https://t.co/PkX8uFYoHQ",0,1,0.960334,0,0.9966
@paoloberms aww HAHAHAHAHHA si Binay na lang ata loyal sa mundo eh,0,1,0.99265456,0,0.7812
"#MarRoxas on #Binay: If people become angry at you, how is that LP’s fault? #VotePH2016 | @deejayap",0,1,0.9577286,0,0.9834
@JbMavini @ItsGelicaa atleast kame binabaha lang hindi kame muka BAHA ha. Kamuka nyo si binay. POGI MAYOR NAMEN BOY KAYA SHATTAP! HAHAHA!,1,1,0.9947413,1,0.9966
#PHVoteBinay,0,0,0.82346004,0,0.809
RT @supermorgy: See that's the problem with you Mar Roxas! Nagmamagaling ka! Now I would rather have Duterte! #Election2016 #PhilippineElec…,1,1,0.99627954,1,0.7607
#Duterte2016 Only Binay #YFSFRocks BATB,0,0,0.9905737,0,0.9824
"DUTERTE FTW!!! DAOG NA KLARO NA, GGWP MAR ROXAS OG TRILLIANES ??",1,1,0.9945128,1,0.901
#KayaMoBang pitikin betlog ni Mar Roxas? weh? sige nga? *DevilSmile*,1,1,0.99640214,1,0.992
RT @camilleorosco: alam mo binay alam na naming pandak at nognog ka wag mo na ibroadcast. ??,1,1,0.9885428,1,0.982
"Disinformation sa cash aid program, kinondena ni Binay https://t.co/H1Fz5ZwhQf | via Balita Newspaper",0,0,0.99224055,0,0.9995
RT @myonlyKEB: Very Incompetent! There's no such thing as 'Tuwid na Daan' b*tch Bobo na lang ang boboto sa'yo sa halalan Mar Roxas! https:/…,1,1,0.99624604,1,0.9985
"True! Binay lang? “@iamhelena003: Pls stop that ""paawa effect"" or ""mahirap lang po kmi"" again just to win the title. #PBBTheBigWeekend”",1,1,0.9765535,1,0.758
"Nakakasawa na yan si Mar, Poe at Binay. sa tagal na nilang nanilbihan sa national positions wala silang ginawa sa... https://t.co/cjI99wXQyn",1,1,0.995824,1,0.9604
https://t.co/8yMyDPPSRh #VotePH2016 https://t.co/RiCeXgIEHA,0,1,0.9701691,0,0.96
AN INTELLIGENT YOLANDA SURVIVOR WILL NOT VOTE MAR ROXAS FOR PRESIDENT! AND I AM ONE OF THEM. I WILL NOT VOTE FOR HIM!,1,0,0.9553252,1,0.788
Binay decries sluggish ‘Yolanda’ rehab efforts https://t.co/dpgDQSAg3b #Manila #News #Asia,0,0,0.992853,0,0.9995
Kaya siguro nagboo ang mga LP sa sinulog kasi talo na si mar roxas! Go Binay! #binayforpresident #NogNogSinunog  https://t.co/QSiOg6IV5n,1,1,0.99646074,1,0.9946
Brain: You gotta. Trust me.,0,1,0.5203625,0,0.953
"Mar Roxas will not cheat. He is too weak and indecisive to do that ??, too far exposed as a ""kulelat""",1,1,0.99580956,1,0.9863
Mar Roxas minus the ‘razzle dazzle’ https://t.co/fEUqXe49LR https://t.co/lF4nwtN987,0,1,0.8235019,0,0.9976
"BusinessWorld | Our presidential prospects""Binay must not win the presidency. It’s crucial and just."" https://t.co/UoyDDknsxC",0,0,0.9926045,0,0.991
"Magsama sama tayo, kapwa Pilipino.. Ang ating sigaw.. Mar Roxas, Mar Roxas na!!

PROTECT PH DEMOCRACY

#SwitchToMar
#RoxasRobredo",0,1,0.9914932,0,0.9976
Okay pa ako kay aquino eh pero yung kay binay? Si kokey talaga! Lol :-D https://t.co/z41VHpf1a1,1,1,0.99579453,1,0.9946
No worries kung si Binay ang mananalo! #binayforpresident,0,0,0.9701955,0,0.993
@ABSCBNNews you don't fool us with this count. Maniwala pa akong close and vote count ni Duterte at Poe pero si Mar? #Halalan2016,1,1,0.9926634,1,0.962
@manila_bulletin walang susuko! Team BInay!,0,1,0.77377397,0,0.995
Dapat si MAR ROXAS talaga dapat ang pang 5th eh !!! ?????????????????? https://t.co/IEPBrA6W1f,0,1,0.767395,0,0.9985
"@FanboyMaiden @ALDUBPROTECTION @invisibIexxx 
Naku! Naku! Binay ka pala! Apan, isako nato!",1,1,0.9966851,1,0.998
#Binay: Walang Kurakutan! #MARamingTrabaho https://t.co/uJWwEcmCTH,0,1,0.995168,0,0.995
"Roxas next to Duterte? nah, u dont even deserve that spot.",1,0,0.8084597,1,0.987
"I can accept duterte being at the top, what i can't accept is that miriam is bottom of mar ang binay.",0,1,0.97689533,0,0.9917
I'll not lead an uprising if Binay wins — Trillanes https://t.co/1Sx9dK1J25,0,1,0.83181274,0,0.999
Wag lang si Binay at Roxas. Kahit sino na basta wag lang yan,1,0,0.6082527,1,0.9946
#OnlyB1NAYangat,0,0,0.89549875,0,0.8906
Hi.... please don't vote for Mar Roxas..... quota na ang LP votes sa vote niyo kay Leni...,0,1,0.9811507,0,0.972
cue in: SINO PA BA? LONELY BINAY~ https://t.co/9v9AoLlhfz,0,0,0.94797224,1,0.8647
Binay doesn't get it wtf,1,1,0.9172212,1,0.993
